JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2461091.95228,11.008,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.478|CREFERR=0.002|CREFMAG=10.684|CX=1.2460|KMAGINS=-12.036|KMAGSTD=12.126|KMAGTRAN=12.163|KREFERR=0.003|KREFMAG=12.180|KX=1.2500|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.158|VMAGSTD=11.004|VX=1.2491,1,1.252,Z,-13.478,-12.036,None,DY Her,AAVSO,STD,121,,,
2461091.95319,10.616,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.707|CREFERR=0.002|CREFMAG=10.309|CX=1.2419|KMAGINS=-12.387|KMAGSTD=11.629|KMAGTRAN=11.626|KREFERR=0.003|KREFMAG=11.635|KX=1.2458|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.400|VMAGSTD=10.616|VX=1.2450,1,1.248,Z,-13.707,-12.387,None,DY Her,AAVSO,STD,121,,,
2461091.95413,10.996,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.478|CREFERR=0.002|CREFMAG=10.684|CX=1.2378|KMAGINS=-12.055|KMAGSTD=12.106|KMAGTRAN=12.133|KREFERR=0.003|KREFMAG=12.180|KX=1.2416|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.169|VMAGSTD=10.993|VX=1.2408,1,1.243,Z,-13.478,-12.055,None,DY Her,AAVSO,STD,122,,,
2461091.95505,10.606,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.695|CREFERR=0.002|CREFMAG=10.309|CX=1.2338|KMAGINS=-12.358|KMAGSTD=11.645|KMAGTRAN=11.643|KREFERR=0.002|KREFMAG=11.635|KX=1.2376|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.397|VMAGSTD=10.607|VX=1.2368,1,1.24,Z,-13.695,-12.358,None,DY Her,AAVSO,STD,122,,,
2461091.95598,11.009,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.466|CREFERR=0.002|CREFMAG=10.684|CX=1.2298|KMAGINS=-12.028|KMAGSTD=12.121|KMAGTRAN=12.153|KREFERR=0.003|KREFMAG=12.180|KX=1.2336|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.142|VMAGSTD=11.008|VX=1.2327,1,1.235,Z,-13.466,-12.028,None,DY Her,AAVSO,STD,123,,,
2461091.9569,10.631,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.727|CREFERR=0.002|CREFMAG=10.309|CX=1.2259|KMAGINS=-12.391|KMAGSTD=11.645|KMAGTRAN=11.643|KREFERR=0.002|KREFMAG=11.635|KX=1.2296|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.406|VMAGSTD=10.631|VX=1.2288,1,1.232,Z,-13.727,-12.391,None,DY Her,AAVSO,STD,123,,,
2461091.95784,10.993,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.426|CREFERR=0.002|CREFMAG=10.684|CX=1.2220|KMAGINS=-11.999|KMAGSTD=12.111|KMAGTRAN=12.141|KREFERR=0.003|KREFMAG=12.180|KX=1.2257|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.115|VMAGSTD=10.995|VX=1.2249,1,1.227,Z,-13.426,-11.999,None,DY Her,AAVSO,STD,124,,,
2461091.95875,10.624,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.672|CREFERR=0.002|CREFMAG=10.309|CX=1.2183|KMAGINS=-12.340|KMAGSTD=11.642|KMAGTRAN=11.639|KREFERR=0.002|KREFMAG=11.635|KX=1.2219|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.357|VMAGSTD=10.624|VX=1.2211,1,1.224,Z,-13.672,-12.34,None,DY Her,AAVSO,STD,124,,,
2461091.95969,11.003,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.409|CREFERR=0.002|CREFMAG=10.684|CX=1.2145|KMAGINS=-11.988|KMAGSTD=12.105|KMAGTRAN=12.133|KREFERR=0.003|KREFMAG=12.180|KX=1.2181|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.089|VMAGSTD=11.004|VX=1.2173,1,1.22,Z,-13.409,-11.988,None,DY Her,AAVSO,STD,125,,,
2461091.9606,10.631,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.674|CREFERR=0.002|CREFMAG=10.309|CX=1.2109|KMAGINS=-12.346|KMAGSTD=11.637|KMAGTRAN=11.635|KREFERR=0.002|KREFMAG=11.635|KX=1.2145|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.353|VMAGSTD=10.631|VX=1.2137,1,1.217,Z,-13.674,-12.346,None,DY Her,AAVSO,STD,125,,,
2461091.96154,11.011,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.404|CREFERR=0.002|CREFMAG=10.684|CX=1.2072|KMAGINS=-11.961|KMAGSTD=12.127|KMAGTRAN=12.163|KREFERR=0.003|KREFMAG=12.180|KX=1.2108|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.076|VMAGSTD=11.012|VX=1.2100,1,1.212,Z,-13.404,-11.961,None,DY Her,AAVSO,STD,126,,,
2461091.96245,10.641,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.664|CREFERR=0.002|CREFMAG=10.309|CX=1.2037|KMAGINS=-12.339|KMAGSTD=11.633|KMAGTRAN=11.631|KREFERR=0.002|KREFMAG=11.635|KX=1.2072|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.331|VMAGSTD=10.641|VX=1.2064,1,1.209,Z,-13.664,-12.339,None,DY Her,AAVSO,STD,126,,,
2461091.96339,11.013,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.450|CREFERR=0.002|CREFMAG=10.684|CX=1.2002|KMAGINS=-12.016|KMAGSTD=12.118|KMAGTRAN=12.149|KREFERR=0.003|KREFMAG=12.180|KX=1.2036|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.121|VMAGSTD=11.013|VX=1.2029,1,1.205,Z,-13.45,-12.016,None,DY Her,AAVSO,STD,127,,,
2461091.9643,10.637,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.675|CREFERR=0.002|CREFMAG=10.309|CX=1.1968|KMAGINS=-12.342|KMAGSTD=11.642|KMAGTRAN=11.640|KREFERR=0.002|KREFMAG=11.635|KX=1.2002|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.347|VMAGSTD=10.637|VX=1.1994,1,1.202,Z,-13.675,-12.342,None,DY Her,AAVSO,STD,127,,,
2461091.96524,11.023,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.455|CREFERR=0.002|CREFMAG=10.684|CX=1.1933|KMAGINS=-12.015|KMAGSTD=12.124|KMAGTRAN=12.158|KREFERR=0.003|KREFMAG=12.180|KX=1.1967|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.115|VMAGSTD=11.024|VX=1.1960,1,1.198,Z,-13.455,-12.015,None,DY Her,AAVSO,STD,128,,,
2461091.96616,10.651,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.677|CREFERR=0.002|CREFMAG=10.309|CX=1.1900|KMAGINS=-12.347|KMAGSTD=11.639|KMAGTRAN=11.637|KREFERR=0.002|KREFMAG=11.635|KX=1.1934|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.336|VMAGSTD=10.651|VX=1.1926,1,1.195,Z,-13.677,-12.347,None,DY Her,AAVSO,STD,128,,,
