JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457322.38828,10.833,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.16,Z,,18.190,,GP AND,VVS,STD,,,,
2457322.38858,10.822,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.16,Z,,18.166,,GP AND,VVS,STD,,,,
2457322.38888,10.841,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.16,Z,,18.174,,GP AND,VVS,STD,,,,
2457322.38918,10.848,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.16,Z,,18.156,,GP AND,VVS,STD,,,,
2457322.38948,10.858,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.16,Z,,18.166,,GP AND,VVS,STD,,,,
2457322.38978,10.844,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.16,Z,,18.156,,GP AND,VVS,STD,,,,
2457322.39008,10.824,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.16,Z,,18.155,,GP AND,VVS,STD,,,,
2457322.39038,10.856,0.012,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.16,Z,,18.194,,GP AND,VVS,STD,,,,
2457322.39068,10.841,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.16,Z,,18.176,,GP AND,VVS,STD,,,,
2457322.39098,10.841,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.16,Z,,18.180,,GP AND,VVS,STD,,,,
2457322.39128,10.851,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.164,,GP AND,VVS,STD,,,,
2457322.39159,10.858,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.172,,GP AND,VVS,STD,,,,
2457322.39189,10.845,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.209,,GP AND,VVS,STD,,,,
2457322.39219,10.835,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.188,,GP AND,VVS,STD,,,,
2457322.39249,10.843,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.160,,GP AND,VVS,STD,,,,
