JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458315.95315,9.478,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.609,-15.122,,ZZ MIC,VSS,STD,,,,
2458315.95535,9.494,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.619,-15.127,,ZZ MIC,VSS,STD,,,,
2458315.95757,9.505,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.604,-15.136,,ZZ MIC,VSS,STD,,,,
2458315.95978,9.536,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.627,-15.143,,ZZ MIC,VSS,STD,,,,
2458315.96199,9.553,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.624,-15.133,,ZZ MIC,VSS,STD,,,,
2458315.96420,9.562,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.635,-15.135,,ZZ MIC,VSS,STD,,,,
2458315.96641,9.564,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.642,-15.145,,ZZ MIC,VSS,STD,,,,
2458315.96862,9.563,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.628,-15.142,,ZZ MIC,VSS,STD,,,,
2458315.97083,9.554,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.646,-15.152,,ZZ MIC,VSS,STD,,,,
2458315.97303,9.553,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.651,-15.161,,ZZ MIC,VSS,STD,,,,
2458315.97524,9.544,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.651,-15.153,,ZZ MIC,VSS,STD,,,,
2458315.97745,9.526,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.665,-15.166,,ZZ MIC,VSS,STD,,,,
2458315.97966,9.480,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.657,-15.161,,ZZ MIC,VSS,STD,,,,
2458315.98188,9.434,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.658,-15.161,,ZZ MIC,VSS,STD,,,,
2458315.98410,9.420,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.666,-15.157,,ZZ MIC,VSS,STD,,,,
2458315.98630,9.358,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.669,-15.174,,ZZ MIC,VSS,STD,,,,
2458315.98852,9.302,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.674,-15.176,,ZZ MIC,VSS,STD,,,,
2458315.99072,9.239,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.673,-15.179,,ZZ MIC,VSS,STD,,,,
2458315.99294,9.213,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.675,-15.189,,ZZ MIC,VSS,STD,,,,
2458315.99515,9.182,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.670,-15.188,,ZZ MIC,VSS,STD,,,,
2458315.99736,9.200,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.683,-15.194,,ZZ MIC,VSS,STD,,,,
2458315.99957,9.205,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.683,-15.197,,ZZ MIC,VSS,STD,,,,
2458316.00178,9.260,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.687,-15.197,,ZZ MIC,VSS,STD,,,,
2458316.00399,9.287,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.700,-15.201,,ZZ MIC,VSS,STD,,,,
2458316.00620,9.310,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.695,-15.198,,ZZ MIC,VSS,STD,,,,
2458316.00840,9.332,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.689,-15.203,,ZZ MIC,VSS,STD,,,,
2458316.01063,9.378,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.708,-15.206,,ZZ MIC,VSS,STD,,,,
2458316.01284,9.395,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.703,-15.202,,ZZ MIC,VSS,STD,,,,
2458316.01504,9.443,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.712,-15.206,,ZZ MIC,VSS,STD,,,,
2458316.01725,9.447,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.705,-15.217,,ZZ MIC,VSS,STD,,,,
2458316.01946,9.485,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.711,-15.218,,ZZ MIC,VSS,STD,,,,
2458316.02168,9.496,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.718,-15.219,,ZZ MIC,VSS,STD,,,,
2458316.02389,9.508,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.718,-15.221,,ZZ MIC,VSS,STD,,,,
2458316.02610,9.520,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.718,-15.224,,ZZ MIC,VSS,STD,,,,
2458316.02830,9.517,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.715,-15.222,,ZZ MIC,VSS,STD,,,,
2458316.03051,9.563,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.731,-15.231,,ZZ MIC,VSS,STD,,,,
2458316.03272,9.564,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.721,-15.234,,ZZ MIC,VSS,STD,,,,
2458316.03493,9.569,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.736,-15.225,,ZZ MIC,VSS,STD,,,,
2458316.03714,9.563,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.731,-15.230,,ZZ MIC,VSS,STD,,,,
2458316.03935,9.576,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.737,-15.245,,ZZ MIC,VSS,STD,,,,
2458316.04156,9.549,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.723,-15.235,,ZZ MIC,VSS,STD,,,,
2458316.04377,9.544,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.725,-15.236,,ZZ MIC,VSS,STD,,,,
2458316.04598,9.506,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.732,-15.237,,ZZ MIC,VSS,STD,,,,
2458316.04818,9.474,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.740,-15.240,,ZZ MIC,VSS,STD,,,,
2458316.05041,9.425,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.725,-15.240,,ZZ MIC,VSS,STD,,,,
2458316.05262,9.377,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.742,-15.247,,ZZ MIC,VSS,STD,,,,
2458316.05483,9.334,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.744,-15.244,,ZZ MIC,VSS,STD,,,,
2458316.05704,9.261,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.744,-15.250,,ZZ MIC,VSS,STD,,,,
2458316.05925,9.219,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.749,-15.248,,ZZ MIC,VSS,STD,,,,
2458316.06146,9.190,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.745,-15.246,,ZZ MIC,VSS,STD,,,,
2458316.06367,9.171,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.746,-15.248,,ZZ MIC,VSS,STD,,,,
2458316.06588,9.185,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.744,-15.248,,ZZ MIC,VSS,STD,,,,
2458316.06809,9.200,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.737,-15.254,,ZZ MIC,VSS,STD,,,,
2458316.07030,9.264,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.752,-15.260,,ZZ MIC,VSS,STD,,,,
2458316.07251,9.294,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.743,-15.256,,ZZ MIC,VSS,STD,,,,
2458316.07472,9.340,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.752,-15.248,,ZZ MIC,VSS,STD,,,,
2458316.07693,9.353,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.753,-15.255,,ZZ MIC,VSS,STD,,,,
2458316.07914,9.402,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.753,-15.249,,ZZ MIC,VSS,STD,,,,
2458316.08135,9.430,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.750,-15.258,,ZZ MIC,VSS,STD,,,,
2458316.14748,9.429,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.751,-15.259,,ZZ MIC,VSS,STD,,,,
2458316.14969,9.475,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.756,-15.265,,ZZ MIC,VSS,STD,,,,
2458316.15190,9.493,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.760,-15.256,,ZZ MIC,VSS,STD,,,,
2458316.15411,9.514,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.753,-15.259,,ZZ MIC,VSS,STD,,,,
2458316.15633,9.524,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.746,-15.264,,ZZ MIC,VSS,STD,,,,
2458316.15853,9.553,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.754,-15.264,,ZZ MIC,VSS,STD,,,,
2458316.16075,9.550,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.749,-15.254,,ZZ MIC,VSS,STD,,,,
2458316.16296,9.569,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.754,-15.260,,ZZ MIC,VSS,STD,,,,
2458316.16517,9.580,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.754,-15.258,,ZZ MIC,VSS,STD,,,,
2458316.16738,9.583,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.753,-15.257,,ZZ MIC,VSS,STD,,,,
2458316.16958,9.570,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.743,-15.254,,ZZ MIC,VSS,STD,,,,
2458316.17179,9.596,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.754,-15.262,,ZZ MIC,VSS,STD,,,,
2458316.17401,9.586,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.747,-15.255,,ZZ MIC,VSS,STD,,,,
2458316.17622,9.573,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.750,-15.254,,ZZ MIC,VSS,STD,,,,
2458316.17843,9.575,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.756,-15.257,,ZZ MIC,VSS,STD,,,,
2458316.18064,9.519,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.746,-15.255,,ZZ MIC,VSS,STD,,,,
2458316.18285,9.498,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.744,-15.256,,ZZ MIC,VSS,STD,,,,
2458316.18506,9.461,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.747,-15.258,,ZZ MIC,VSS,STD,,,,
2458316.18727,9.412,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.747,-15.256,,ZZ MIC,VSS,STD,,,,
2458316.18948,9.336,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.740,-15.253,,ZZ MIC,VSS,STD,,,,
2458316.19169,9.288,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.747,-15.251,,ZZ MIC,VSS,STD,,,,
2458316.19390,9.242,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.747,-15.251,,ZZ MIC,VSS,STD,,,,
2458316.19611,9.216,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.747,-15.245,,ZZ MIC,VSS,STD,,,,
2458316.19832,9.193,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.739,-15.248,,ZZ MIC,VSS,STD,,,,
2458316.20053,9.199,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.738,-15.250,,ZZ MIC,VSS,STD,,,,
2458316.20274,9.247,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.743,-15.254,,ZZ MIC,VSS,STD,,,,
2458316.20495,9.262,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.736,-15.246,,ZZ MIC,VSS,STD,,,,
2458316.20716,9.308,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.733,-15.245,,ZZ MIC,VSS,STD,,,,
2458316.20938,9.322,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.725,-15.250,,ZZ MIC,VSS,STD,,,,
2458316.21159,9.371,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.730,-15.244,,ZZ MIC,VSS,STD,,,,
2458316.21381,9.403,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.731,-15.240,,ZZ MIC,VSS,STD,,,,
2458316.21602,9.465,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.741,-15.240,,ZZ MIC,VSS,STD,,,,
2458316.21823,9.464,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.733,-15.237,,ZZ MIC,VSS,STD,,,,
2458316.22044,9.484,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.726,-15.239,,ZZ MIC,VSS,STD,,,,
2458316.22265,9.513,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.732,-15.240,,ZZ MIC,VSS,STD,,,,
2458316.22486,9.526,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.733,-15.233,,ZZ MIC,VSS,STD,,,,
2458316.22706,9.548,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.727,-15.233,,ZZ MIC,VSS,STD,,,,
2458316.22927,9.582,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.736,-15.233,,ZZ MIC,VSS,STD,,,,
2458316.23148,9.565,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.721,-15.240,,ZZ MIC,VSS,STD,,,,
2458316.23369,9.586,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.720,-15.227,,ZZ MIC,VSS,STD,,,,
2458316.23590,9.566,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.719,-15.235,,ZZ MIC,VSS,STD,,,,
2458316.23811,9.586,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.712,-15.227,,ZZ MIC,VSS,STD,,,,
2458316.24032,9.600,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.723,-15.229,,ZZ MIC,VSS,STD,,,,
2458316.24254,9.571,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.714,-15.221,,ZZ MIC,VSS,STD,,,,
2458316.24475,9.546,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.708,-15.229,,ZZ MIC,VSS,STD,,,,
2458316.24696,9.538,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.715,-15.221,,ZZ MIC,VSS,STD,,,,
2458316.24917,9.505,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.709,-15.225,,ZZ MIC,VSS,STD,,,,
2458316.25138,9.452,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.705,-15.223,,ZZ MIC,VSS,STD,,,,
2458316.25359,9.408,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.704,-15.222,,ZZ MIC,VSS,STD,,,,
2458316.25580,9.340,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.702,-15.219,,ZZ MIC,VSS,STD,,,,
2458316.25802,9.287,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.707,-15.221,,ZZ MIC,VSS,STD,,,,
2458316.26023,9.230,,,V,ARX,,HD 200027,HD 200320,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=8.923|TBV=2.440|TV_BV=-0.114,1,,Z,-14.698,-15.216,,ZZ MIC,VSS,STD,,,,
